,CO2,CH4,N2O
1877,1.05,59.319100776368316,0.4877710449459648
1878,1.07,60.43793687197116,0.4940357196847992
1879,1.09,61.560300711919034,0.4997530859483708
1880,1.12,62.68777676840982,0.5056928388042063
1881,1.13,63.821793115674524,0.523400436511044
1882,1.1600000000000001,64.96315223607742,0.5064274310610242
1883,1.1800000000000002,66.11250021401598,0.5111325684701219
1884,1.2000000000000002,67.2704831338876,0.5151274592241709
1885,1.21,68.43774708008978,0.5188572247626649
1886,1.21,69.61493813701998,0.532825976505236
1887,1.24,70.80270238907568,0.5366973205856196
1888,1.27,72.00168592065428,0.5398326793893226
1889,1.28,73.21253481615335,0.5426585427151741
1890,1.3399999999999999,74.43589515997027,0.5452934204381689
1891,1.38,75.67163270715152,0.5513414340454088
1892,1.3900000000000001,76.91649189533945,0.5573894476526488
1893,1.4,78.16643683282554,0.5634374612598887
1894,1.42,79.41743162790104,0.5694854748671286
1895,1.46,80.66544038885736,0.5755334884743686
1896,1.48,81.90642722398592,0.5815815020816086
1897,1.51,83.13635624157808,0.5876295156888486
1898,1.55,84.35119154992512,0.5936775292960885
1899,1.59,85.54689725731855,0.5997255429033285
1900,1.6500000000000001,86.71943747204965,0.6057735565105684
1901,1.7,87.86658218696037,0.6130597873301572
1902,1.7399999999999998,88.99332493309473,0.620346018149746
1903,1.7999999999999998,90.10646512604731,0.6276322489693349
1904,1.8199999999999998,91.21280218141256,0.6349184797889237
1905,1.87,92.31913551478512,0.6422047106085125
1906,1.93,93.43226454175951,0.6494909414281013
1907,2.01,94.55898867793029,0.65677717224769
1908,1.98,95.70610733889202,0.664063403067279
1909,2.0300000000000002,96.8804199402393,0.6713496338868677
1910,2.03,98.08872589756656,0.6786358647064565
1911,2.05,99.33543837006926,0.6902569248746423
1912,2.08,100.6154254913458,0.7018779850428281
1913,2.13,101.92116913859543,0.7134990452110138
1914,2.02,103.24515118901738,0.7251201053791996
1915,2.0,104.57985351981083,0.7367411655473854
1916,2.05,105.91775800817516,0.7483622257155711
1917,2.11,107.25134653130952,0.759983285883757
1918,2.09,108.57310096641312,0.7716043460519427
1919,1.96,109.87550319068521,0.7832254062201285
1920,2.13,111.15103508132515,0.7948464663883142
1921,2.0300000000000002,112.39419212492622,0.8043555378400954
1922,2.1,113.60752424565872,0.8138646092918764
1923,2.23,114.79559497708703,0.8233736807436576
1924,2.23,115.96296785277546,0.8328827521954387
1925,2.26,117.11420640628843,0.8423918236472199
1926,2.26,118.25387417119042,0.8519008950990009
1927,2.35,119.38653468104579,0.8614099665507821
1928,2.3600000000000003,120.51675146941886,0.8709190380025632
1929,2.44,121.64908806987413,0.8804281094543442
1930,2.4000000000000004,122.7881080159759,0.8899371809061254
1931,2.33,123.9384669577354,0.8961205824867652
1932,2.26,125.1051890109506,0.9023039840674051
1933,2.33,126.29339040786644,0.9084873856480449
1934,2.4299999999999997,127.5081873807276,0.9146707872286847
1935,2.51,128.75469616177898,0.9208541888093245
1936,2.63,130.03803298326548,0.9270375903899644
1937,2.7199999999999998,131.3633140774318,0.9332209919706042
1938,2.65,132.73565567652278,0.9394043935512439
1939,2.71,134.1601740127833,0.9455877951318838
1940,2.84,135.64198531845807,0.9517711967125236
1941,2.9000000000000004,137.1912149091628,1.0483885333010994
1942,2.9000000000000004,138.838024433996,1.145005869889675
1943,2.94,140.61758462542699,1.2416232064782509
1944,2.92,142.5650662159251,1.3382405430668265
1945,2.69,144.71563993795968,1.4348578796554023
1946,2.76,147.10447652399992,1.531475216243978
1947,2.9,149.76674670651542,1.6280925528325536
1948,2.9699999999999998,152.73762121797515,1.7247098894211295
1949,2.8899999999999997,156.0522707908488,1.8213272260097053
1950,3.1799999999999997,159.74586615760538,1.917944562598281
1951,3.37,163.84092058358806,1.953132650776777
1952,3.42,168.3093174656338,1.9883207389552728
1953,3.49,173.11028273345337,2.023508827133769
1954,3.54,178.20304231675763,2.058696915312265
1955,3.74,183.5468221452572,2.093885003490761
1956,3.91,189.10084814866292,2.129073091669257
1957,4.03,194.8243462566854,2.164261179847753
1958,4.12,200.67654239903547,2.1994492680262487
1959,4.26,206.61666250542376,2.234637356204745
1960,4.24,212.6039325055613,2.269825444383241
1961,4.19,218.59757832915847,2.446336539140376
1962,4.26,224.55682590592627,2.6228476338975106
1963,4.34,230.44090116557527,2.7993587286546457
1964,4.45,236.20903003781638,2.975869823411781
1965,4.55,241.82043845236015,3.152380918168916
1966,4.67,247.23435233891735,3.3288920129260506
1967,4.74,252.40999762719886,3.5054031076831857
1968,4.92,257.3066002469153,3.6819142024403204
1969,5.14,261.88338612777744,3.8584252971974555
1970,5.37,266.099581199496,4.034936391954591
1971,5.49,275.813505172336,4.11857536624799
1972,5.62,284.35178019879,4.237979125159915
1973,5.83,300.08161936669995,4.4060753573590885
1974,5.8,302.59847501798197,4.488276316684837
1975,5.74,298.030333387185,4.5724529695342975
1976,5.99,311.719320746124,4.683233017178371
1977,6.12,310.683298084532,4.795893217402371
1978,6.140000000000001,318.609032915361,4.9172362936754315
1979,6.39,315.709341361359,5.040445615068277
1980,6.38,308.702039519656,5.044315400430952
1981,6.23,292.75069966938304,5.044573456064553
1982,6.19,292.800437203497,5.002250715228232
1983,6.209999999999999,290.647023613074,5.101955456337213
1984,6.43,289.558977364799,5.234664787590717
1985,6.6000000000000005,290.955769509101,5.218397943581596
1986,6.8100000000000005,292.466318164641,5.258132537484364
1987,6.99,291.14412781431196,5.326562810631524
1988,7.22,300.807084544572,5.381495376998535
1989,7.37,304.828925735362,5.444868113606636
1990,7.37,301.328292734142,5.345559015670819
1991,7.45,300.27090456470603,5.313065893561119
1992,7.41,301.36726158934897,5.352226101858798
1993,7.4,300.341883718852,5.332000258931319
1994,7.49,301.187056099309,5.430169910814079
1995,7.61,302.276033242695,5.60184034425878
1996,7.73,303.42574159125,5.715631201364365
1997,8.31,299.843887210649,5.71757643999199
1998,7.779999999999999,293.320099049097,5.678779493728935
1999,7.73,292.6479480892,5.688015045629225
2000,8.02,292.957304931582,5.714080484720721
2001,8.040000000000001,293.513122905025,5.746854224561824
2002,8.3,294.86640999933996,5.8172306175886375
2003,8.72,302.436775861689,5.94028637364361
2004,9.030000000000001,309.96971578259,6.129314381013407
2005,9.190000000000001,317.539294340399,6.249531518724172
2006,9.52,324.424374176694,6.364128320950098
2007,9.5,327.896760379652,6.532261435574052
2008,9.829999999999998,333.545960370228,6.552326343082956
2009,10.17,333.897129581319,6.508883309212114
2010,10.44,341.648094101614,6.6
2011,10.74,347.557165689648,6.730787550503883
2012,11.129999999999999,352.98320365505,6.784816711976647
